time	Temperature	Humidity	CO₂
2011-02-01T08:00:00.000Z	21.653466372455583	32.943934705081304	494.0618562772461
2011-02-01T08:04:50.689Z	21.611762982469273	32.91406454763993	493.999237046746
2011-02-01T08:09:56.184Z	21.573696111285816	32.88901579149601	493.92684267482326
2011-02-01T08:14:51.474Z	21.527925924865446	32.86193069638441	493.86078761137037
2011-02-01T08:19:42.462Z	21.48463284725907	32.83661626987068	493.79323825199276
2011-02-01T08:24:32.378Z	21.443836685167124	32.80876891022324	493.72738906350315
2011-02-01T08:29:34.494Z	21.39721859140328	32.77960283192516	493.643673831104
2011-02-01T08:34:37.695Z	21.34648170665588	32.74232468088497	493.5663558283059
2011-02-01T08:39:44.584Z	21.297923352611704	32.711000606196436	493.4887433933396
2011-02-01T08:44:45.520Z	21.24574769143364	32.67873684368075	493.4119535840722
2011-02-01T08:49:51.734Z	21.190465661510554	32.64312224590858	493.32243352460193
2011-02-01T08:54:39.505Z	21.142734706421745	32.60565099178025	493.2425633201104
2011-02-01T08:59:25.104Z	21.086693842089108	32.56966235553187	493.1612531962707
2011-02-01T09:04:17.023Z	21.03860192842042	32.53672471861952	493.06856234678224
2011-02-01T09:09:11.278Z	20.983811292416085	32.493259814825905	492.986304399841
2011-02-01T09:14:14.596Z	20.92694231504043	32.45542193337561	492.89191698522285
2011-02-01T09:19:24.651Z	20.870103280473746	32.414282111486735	492.7938571652763
2011-02-01T09:24:38.293Z	20.802587964044932	32.36970117129841	492.6954085385948
2011-02-01T09:29:44.999Z	20.74809899507777	32.32210792578487	492.5923796648739
2011-02-01T09:34:45.272Z	20.68826585365562	32.27846602701629	492.495313942979
2011-02-01T09:39:46.528Z	20.625177804742	32.23378210235957	492.39659195835907
2011-02-01T09:44:35.311Z	20.56410203420992	32.19066160749021	492.29605735856506
2011-02-01T09:49:24.640Z	20.50513742776359	32.14446811592458	492.20566889317513
2011-02-01T09:54:20.759Z	20.442288503677652	32.098144405287535	492.1034267291518
2011-02-01T09:59:26.971Z	20.37684354272609	32.05029291988338	491.99579522087777
2011-02-01T10:04:17.383Z	20.31579863427237	32.005382767724925	491.8992156851271
2011-02-01T10:09:15.244Z	20.24745779915306	31.954712784312285	491.79850343817435
2011-02-01T10:14:27.691Z	20.180436110663962	31.90200216215486	491.6891694034219
2011-02-01T10:19:28.903Z	20.109492636626033	31.851773951783233	491.5813022852286
2011-02-01T10:24:22.151Z	20.048491221572338	31.799049054068437	491.48731244646564
2011-02-01T10:29:33.849Z	19.974833743913045	31.746826321624848	491.410070927186
2011-02-01T10:34:31.495Z	19.906191215291916	31.695831063743153	493.05281216106283
2011-02-01T10:39:39.024Z	19.834334860802485	31.639162653681876	494.56792756777605
2011-02-01T10:44:29.212Z	19.770379227139703	31.58475915825797	496.057383189869
2011-02-01T10:49:29.328Z	19.69971220058977	31.53304402865037	497.6532251725126
